date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:38:06	139372/139372	---M--	200	added ('OK')	image/webp	etag:%223505002cb57421d4d134fc25bcfd1b40%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/98b7ccff-b847-4b15-835b-d57c3fbb1420/avaliacao5-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/98b7ccff-b847-4b15-835b-d57c3fbb1420/avaliacao5-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:07	80004/80004	---M--	200	added ('OK')	image/webp	etag:%22651247d537cb66281199cec2295f1650%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/d0636b1b-10dc-479a-9c58-70a3df4b7130/avaliacao10-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/d0636b1b-10dc-479a-9c58-70a3df4b7130/avaliacao10-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:07	148870/148870	---M--	200	added ('OK')	image/webp	etag:%22b1246cf373b962732ed0690a0329c81a%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/adbae98a-98b5-494b-842a-109ff9787ebf/avaliacao14-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/adbae98a-98b5-494b-842a-109ff9787ebf/avaliacao14-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:07	148294/148294	---M--	200	added ('OK')	image/webp	etag:%221561db5e3ea2fd58ddf1929e4600c40b%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/d526a2a3-2211-47f5-8416-d650a8be477e/avaliacao16-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/d526a2a3-2211-47f5-8416-d650a8be477e/avaliacao16-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:08	64892/64892	---M--	200	added ('OK')	image/webp	etag:%22111f3d8d1bc4f8f3dfa15780a35e9e1d%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/46bee4a6-26b2-4cee-8c34-3c691d9fc881/avaliacao19-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/46bee4a6-26b2-4cee-8c34-3c691d9fc881/avaliacao19-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:08	55666/55666	---M--	200	added ('OK')	image/webp	etag:%222d54ef5967a1c696f74055258eb0cd2a%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/4fe17775-4318-4f5c-8cad-1a33470bda00/avaliacao19-foto2.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/4fe17775-4318-4f5c-8cad-1a33470bda00/avaliacao19-foto2.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:08	64892/64892	---M--	200	added ('OK')	image/webp	etag:%22111f3d8d1bc4f8f3dfa15780a35e9e1d%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/7678b3dc-6914-4604-b099-3424da327828/avaliacao19-foto3.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/7678b3dc-6914-4604-b099-3424da327828/avaliacao19-foto3.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:09	54936/54936	---M--	200	added ('OK')	image/webp	etag:%22d71220af389e3dce8ad6c7707ad0d165%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/db9764c0-0a84-406f-acc9-080c7312b062/avalicao7-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/db9764c0-0a84-406f-acc9-080c7312b062/avalicao7-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:09	61214/61214	---M--	200	added ('OK')	image/webp	etag:%2246af899f3f5ea42a4df7c0731792cbcc%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/5a122e3d-3ea1-4fde-abb2-4e9834ff67f8/avalicao7-foto2.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/5a122e3d-3ea1-4fde-abb2-4e9834ff67f8/avalicao7-foto2.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:09	56814/56814	---M--	200	added ('OK')	image/webp	etag:%2258a6b8c35b8ce437989b7a15e9b6a4db%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/f3ed49b6-6684-451e-a4b7-f1b74ada9328/avaliacao18-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/f3ed49b6-6684-451e-a4b7-f1b74ada9328/avaliacao18-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:10	41250/41250	---M--	200	added ('OK')	image/webp	etag:%22749a807006fa210b027e6011247b7c3b%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/64aceb5b-f720-40d0-b3ba-845a10f2f8c3/avaliacao18-foto2.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/64aceb5b-f720-40d0-b3ba-845a10f2f8c3/avaliacao18-foto2.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:10	58668/58668	---M--	200	added ('OK')	image/webp	etag:%228dfec8b5a40a4469515df3693f5fd3b9%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/0a548ca9-bf58-4f82-878d-dc576a518c4f/avaliacao18-foto3.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/0a548ca9-bf58-4f82-878d-dc576a518c4f/avaliacao18-foto3.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:10	51014/51014	---M--	200	added ('OK')	image/webp	etag:%2244926f3ffdf78be3506686e910fdceb1%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/17eeb5ab-35ae-4472-ba99-d8bfa5a5a278/avaliacao11-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/17eeb5ab-35ae-4472-ba99-d8bfa5a5a278/avaliacao11-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:11	82602/82602	---M--	200	added ('OK')	image/webp	etag:%22538e509ca7ad37e32d5efdd1c56b003a%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/d3d80072-21ea-46e2-bed1-9e6b23d6c3dc/avaliacao2-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/d3d80072-21ea-46e2-bed1-9e6b23d6c3dc/avaliacao2-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:11	57438/57438	---M--	200	added ('OK')	image/webp	etag:%228d040e759afd4061b314e8ad07c4f52c%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/7a6551c9-15be-40c4-bfdf-4bcdf7667547/avaliacao2-foto2.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/7a6551c9-15be-40c4-bfdf-4bcdf7667547/avaliacao2-foto2.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:11	121384/121384	---M--	200	added ('OK')	image/webp	etag:%22efa05ec09d80b7981502b7faef1da089%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/dfcda8e8-ff8b-44b7-8f97-d2d6694d8a0f/avaliacao3-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/dfcda8e8-ff8b-44b7-8f97-d2d6694d8a0f/avaliacao3-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:12	89370/89370	---M--	200	added ('OK')	image/webp	etag:%22f571e77752d8914448c3a5f4f9310844%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/dbc93fd6-9b8e-4cca-a18a-ea96b7fa0334/avaliacao17-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/dbc93fd6-9b8e-4cca-a18a-ea96b7fa0334/avaliacao17-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:12	69578/69578	---M--	200	added ('OK')	image/webp	etag:%2208c0284e787003d2759990ce45b79dca%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/0601f5ee-f304-4cad-9319-bb2741ace4ab/avaliacao8-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/0601f5ee-f304-4cad-9319-bb2741ace4ab/avaliacao8-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:12	72284/72284	---M--	200	added ('OK')	image/webp	etag:%2223d1250494912cf372aa54d11d60235f%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/f79ff81c-c155-4c03-a939-e14c9d8eed55/avaliacao9-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/f79ff81c-c155-4c03-a939-e14c9d8eed55/avaliacao9-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:13	62648/62648	---M--	200	added ('OK')	image/webp	etag:%229eda41ede505a06965f37dd9863868f1%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/1dbe9ffb-a0d3-4eb2-93dd-865a34890b1d/avaliacao9-foto2.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/1dbe9ffb-a0d3-4eb2-93dd-865a34890b1d/avaliacao9-foto2.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:13	48466/48466	---M--	200	added ('OK')	image/webp	etag:%222f7e7c0dd8a313d984bb842aec6f25b1%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/e9f5e0ea-3594-46bd-b32e-3dc61e08d80c/avaliacao1-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/e9f5e0ea-3594-46bd-b32e-3dc61e08d80c/avaliacao1-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:13	35496/35496	---M--	200	added ('OK')	image/webp	etag:%22bf2b6613add3293959ad028ae133cab7%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/3cd5f5ab-46d6-4a8a-87d3-c3a09786e2da/avaliacao1-foto2.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/3cd5f5ab-46d6-4a8a-87d3-c3a09786e2da/avaliacao1-foto2.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:14	84072/84072	---M--	200	added ('OK')	image/webp	etag:%2242fe08a029511442f24ba10a37810f37%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/425579e9-af80-4500-8dfa-744e128fdbc5/avaliacao4-foto1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/425579e9-af80-4500-8dfa-744e128fdbc5/avaliacao4-foto1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:14	100334/100334	---M--	200	added ('OK')	image/webp	etag:%22b895115f3f07345cf2f611833696d319%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/df138b9a-0567-45f2-b757-d93a11dbef47/avaliacao4-foto2.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/df138b9a-0567-45f2-b757-d93a11dbef47/avaliacao4-foto2.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:14	250393/250393	---M--	200	added ('OK')	image/jpeg	etag:%22ce8d2c4fe6af8abe274ee7c68674d3b5%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/0654ebdd-f6b8-4a34-bc38-60490cbd9d2a/IMG_6108.jpeg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/0654ebdd-f6b8-4a34-bc38-60490cbd9d2a/IMG_6108.jpeg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:15	189179/189179	---M--	200	added ('OK')	image/jpeg	etag:%2205d23803672e17b169812ed87990a76b%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/61d353be-e667-4f14-8ca0-53e1655bb521/IMG_6109.jpeg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/61d353be-e667-4f14-8ca0-53e1655bb521/IMG_6109.jpeg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:15	139550/139550	---M--	200	added ('OK')	image/jpeg	etag:%22654d68c924c66fbb424769cc8f565236%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/e310eff2-25ed-4744-a642-2d83d87d4210/IMG_6110.jpeg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/e310eff2-25ed-4744-a642-2d83d87d4210/IMG_6110.jpeg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:15	151648/151648	---M--	200	added ('OK')	image/jpeg	etag:%2271e3b0a5bf0eb4f58839b11fab848ebc%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/7219e43c-92db-4372-8f62-2a7969e9e66a/IMG_6111.jpeg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/7219e43c-92db-4372-8f62-2a7969e9e66a/IMG_6111.jpeg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:16	238759/238759	---M--	200	added ('OK')	image/jpeg	etag:%222a1e092ea706b4ec007a5c91327fa2ec%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/3c531f17-a42d-4442-bfaa-d0eb5f7300a6/IMG_6112.jpeg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/3c531f17-a42d-4442-bfaa-d0eb5f7300a6/IMG_6112.jpeg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:16	295974/295974	---M--	200	added ('OK')	image/jpeg	etag:%2266f1e303de3037d97a03f281801da7a4%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/897919b2-15ed-4962-a77a-c010082e9a55/IMG_6113.jpeg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/897919b2-15ed-4962-a77a-c010082e9a55/IMG_6113.jpeg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:16	247830/247830	---M--	200	added ('OK')	image/jpeg	etag:%22a334073037e7b65ee4494276a41e4d49%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/051f0db1-b51c-4ec9-bf2d-04e84a5f8c43/IMG_6114.jpeg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/051f0db1-b51c-4ec9-bf2d-04e84a5f8c43/IMG_6114.jpeg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:17	6516/6516	---M--	200	added ('OK')	image/jpeg	etag:%2271353beb4be42497186c32cb9ab586d2%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/1d586e69-13c9-47fe-9b9c-b3392633b2f0/rav1.jpg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/1d586e69-13c9-47fe-9b9c-b3392633b2f0/rav1.jpg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:17	5285/5285	---M--	200	added ('OK')	image/jpeg	etag:%228cf390e63d1953c4e92c418093851963%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/697f6e47-6c57-4747-8303-a4f8b25e0e9e/rav2.jpg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/697f6e47-6c57-4747-8303-a4f8b25e0e9e/rav2.jpg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:17	8337/8337	---M--	200	added ('OK')	image/jpeg	etag:%22185ff639a15dd636c09e4dda8c62cfb7%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/d442c4ec-2945-41a4-ad4d-57fbbb4d194a/rav3.jpg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/d442c4ec-2945-41a4-ad4d-57fbbb4d194a/rav3.jpg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:18	6093/6093	---M--	200	added ('OK')	image/jpeg	etag:%22a84f9a0d7fdae321d546090e100f1cce%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/e0a90831-3533-46a6-b55d-2c08b51f2ff2/rav4.jpg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/e0a90831-3533-46a6-b55d-2c08b51f2ff2/rav4.jpg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:18	76256/76256	---M--	200	added ('OK')	image/jpeg	etag:%22cf1dda0e9ab4b0cfa08717501e13f723%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/815a3da2-1b8f-4842-a2c9-0c0fac322704/avaliacao5-video1-poster.jpg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/815a3da2-1b8f-4842-a2c9-0c0fac322704/avaliacao5-video1-poster.jpg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:19	4056/4056	---M--	200	added ('OK')	image/jpeg	etag:%22c357ee03b8e261ef5ae9ec4a650d112d%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/f6755d38-fa14-4677-9ffa-ac3f1d728d12/rav5.jpg	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/f6755d38-fa14-4677-9ffa-ac3f1d728d12/rav5.jpg	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:19	139046/139046	---M--	200	added ('OK')	image/webp	etag:%22a0d08a236e4995754f0838732e765541%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/c1bbcd18-66e5-4b69-8f74-c5f62d473ca9/desc-1.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/c1bbcd18-66e5-4b69-8f74-c5f62d473ca9/desc-1.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
